2,32,1
2,23,1
2,3,1
3,2,1
3,8,1
4,6,1
4,7,1
4,8,1
5,13,1
5,4,1
5,8,1
6,2,1
6,7,1
6,4,1
7,3,1
7,8,1
7,6,1
8,7,1
8,3,1
8,4,1
9,7,1
9,8,1
9,5,1
10,5,1
10,3,1
11,33,1
11,4,1
11,8,1
12,13,1
12,33,1
12,8,1
13,14,1
13,36,1
13,12,1
14,36,1
14,13,1
15,24,1
15,2,1
15,6,1
16,6,1
16,4,1
17,12,1
17,14,1
18,13,1
18,19,1
19,18,1
19,36,1
20,12,1
20,16,1
20,33,1
21,20,1
21,8,1
21,30,1
22,7,1
22,23,1
23,22,1
23,2,1
23,15,1
24,31,1
28,5,1
28,8,1
28,29,1
29,3,1
29,8,1
29,10,1
30,21,1
30,16,1
30,22,1
31,24,1
31,9,1
32,2,1
32,23,1
32,24,1
33,8,1
33,12,1
36,32,1
