1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
1,9,1
1,10,1
1,11,1
1,12,1
1,13,1
1,14,1
1,15,1
1,16,1
2,5,1
2,12,1
2,14,1
2,16,1
2,17,1
2,18,1
2,19,1
2,20,1
2,21,1
2,22,1
2,23,1
2,24,1
2,25,1
2,26,1
2,27,1
3,6,1
3,28,1
3,29,1
3,30,1
3,31,1
3,32,1
3,33,1
3,34,1
3,35,1
3,36,1
3,37,1
3,26,1
3,38,1
3,39,1
3,40,1
3,41,1
3,42,1
3,43,1
4,1,1
4,6,1
4,7,1
4,8,1
4,9,1
4,12,1
4,13,1
4,14,1
4,15,1
4,16,1
4,44,1
4,45,1
4,46,1
4,47,1
4,48,1
4,49,1
4,50,1
4,18,1
4,19,1
4,51,1
4,52,1
4,53,1
4,54,1
4,55,1
4,56,1
4,57,1
4,58,1
4,59,1
4,60,1
4,61,1
4,20,1
4,62,1
4,63,1
4,64,1
4,65,1
4,66,1
4,67,1
4,68,1
4,69,1
4,70,1
4,71,1
4,72,1
4,73,1
4,74,1
4,75,1
4,76,1
4,77,1
4,78,1
4,79,1
4,80,1
4,81,1
4,32,1
4,33,1
4,22,1
4,82,1
4,83,1
4,84,1
4,85,1
4,86,1
4,87,1
4,88,1
4,89,1
4,90,1
4,91,1
4,92,1
4,24,1
4,93,1
4,94,1
4,95,1
4,96,1
4,97,1
4,98,1
4,99,1
4,100,1
4,101,1
4,102,1
4,103,1
4,104,1
4,105,1
4,106,1
4,107,1
4,108,1
5,2,1
5,4,1
5,8,1
5,9,1
5,12,1
5,14,1
5,16,1
5,17,1
5,49,1
5,18,1
5,19,1
5,109,1
5,55,1
5,58,1
5,110,1
5,62,1
5,111,1
5,69,1
5,33,1
5,112,1
5,22,1
5,113,1
5,96,1
5,114,1
5,97,1
5,115,1
5,116,1
5,117,1
5,98,1
6,28,1
6,118,1
6,21,1
6,35,1
6,119,1
6,36,1
6,120,1
6,121,1
6,26,1
6,122,1
6,38,1
6,123,1
6,124,1
6,125,1
6,126,1
7,11,1
7,13,1
7,127,1
7,46,1
7,128,1
7,67,1
7,28,1
7,129,1
7,31,1
7,130,1
8,5,1
8,6,1
8,7,1
8,9,1
8,11,1
8,12,1
8,14,1
8,15,1
8,16,1
8,17,1
8,49,1
8,131,1
8,132,1
8,18,1
8,51,1
8,52,1
8,57,1
8,58,1
8,59,1
8,128,1
8,61,1
8,133,1
8,111,1
8,63,1
8,134,1
8,72,1
8,73,1
8,74,1
8,76,1
8,77,1
8,80,1
8,135,1
8,136,1
8,96,1
8,115,1
8,137,1
8,119,1
8,138,1
8,139,1
8,105,1
8,140,1
8,141,1
8,142,1
8,143,1
8,144,1
9,5,1
9,12,1
9,14,1
9,16,1
9,127,1
9,50,1
9,58,1
9,128,1
9,145,1
9,61,1
9,62,1
9,111,1
9,67,1
9,146,1
9,28,1
9,73,1
9,30,1
9,147,1
9,76,1
9,148,1
9,149,1
11,12,1
11,13,1
11,14,1
11,16,1
11,46,1
11,51,1
11,128,1
11,111,1
11,63,1
11,150,1
11,138,1
11,139,1
11,151,1
11,152,1
11,153,1
11,154,1
12,4,1
12,5,1
12,8,1
12,9,1
12,13,1
12,14,1
12,15,1
12,16,1
12,47,1
12,49,1
12,131,1
12,50,1
12,18,1
12,51,1
12,52,1
12,109,1
12,55,1
12,57,1
12,58,1
12,59,1
12,128,1
12,133,1
12,111,1
12,65,1
12,155,1
12,150,1
12,134,1
12,71,1
12,72,1
12,73,1
12,74,1
12,80,1
12,81,1
12,156,1
12,22,1
12,135,1
12,92,1
12,96,1
12,97,1
12,138,1
12,139,1
12,151,1
12,157,1
12,141,1
12,142,1
12,143,1
13,12,1
13,14,1
13,65,1
13,77,1
13,32,1
13,156,1
13,86,1
13,158,1
13,38,1
14,4,1
14,5,1
14,7,1
14,8,1
14,9,1
14,11,1
14,12,1
14,13,1
14,15,1
14,16,1
14,45,1
14,159,1
14,17,1
14,46,1
14,47,1
14,48,1
14,49,1
14,131,1
14,50,1
14,18,1
14,19,1
14,51,1
14,52,1
14,109,1
14,160,1
14,53,1
14,54,1
14,55,1
14,56,1
14,57,1
14,58,1
14,59,1
14,161,1
14,61,1
14,20,1
14,111,1
14,63,1
14,162,1
14,65,1
14,66,1
14,150,1
14,134,1
14,68,1
14,163,1
14,69,1
14,70,1
14,71,1
14,72,1
14,73,1
14,74,1
14,75,1
14,76,1
14,77,1
14,164,1
14,78,1
14,80,1
14,81,1
14,112,1
14,22,1
14,165,1
14,23,1
14,84,1
14,85,1
14,87,1
14,88,1
14,89,1
14,166,1
14,92,1
14,167,1
14,168,1
14,24,1
14,93,1
14,169,1
14,95,1
14,170,1
14,99,1
14,100,1
14,171,1
14,101,1
14,172,1
14,138,1
14,139,1
14,104,1
14,151,1
14,25,1
14,173,1
14,106,1
15,7,1
15,8,1
15,9,1
15,12,1
15,13,1
15,14,1
15,16,1
15,45,1
15,174,1
15,127,1
15,46,1
15,47,1
15,49,1
15,18,1
15,51,1
15,52,1
15,175,1
15,55,1
15,58,1
15,59,1
15,128,1
15,176,1
15,61,1
15,20,1
15,133,1
15,111,1
15,64,1
15,65,1
15,150,1
15,67,1
15,72,1
15,74,1
15,77,1
15,164,1
15,81,1
15,156,1
15,83,1
15,166,1
15,24,1
15,96,1
15,97,1
15,138,1
15,139,1
15,103,1
15,104,1
15,105,1
15,173,1
15,107,1
15,177,1
15,144,1
16,10,1
16,13,1
16,14,1
16,127,1
16,133,1
16,64,1
16,67,1
16,29,1
16,156,1
16,113,1
16,136,1
16,178,1
16,179,1
16,180,1
181,1,1
181,4,1
181,7,1
181,9,1
181,12,1
181,13,1
181,14,1
181,15,1
181,16,1
181,44,1
181,45,1
181,182,1
181,174,1
181,159,1
181,127,1
181,17,1
181,46,1
181,47,1
181,48,1
181,49,1
181,131,1
181,132,1
181,183,1
181,50,1
181,18,1
181,19,1
181,184,1
181,51,1
181,52,1
181,175,1
181,109,1
181,160,1
181,185,1
181,186,1
181,53,1
181,54,1
181,55,1
181,56,1
181,187,1
181,57,1
181,58,1
181,59,1
181,188,1
44,4,1
44,9,1
44,12,1
44,13,1
44,14,1
44,16,1
44,182,1
44,48,1
44,183,1
44,50,1
44,18,1
44,59,1
44,161,1
44,60,1
44,61,1
44,111,1
44,73,1
44,77,1
44,189,1
44,22,1
44,190,1
44,82,1
44,191,1
44,85,1
44,87,1
44,91,1
44,192,1
44,193,1
44,194,1
44,195,1
44,196,1
44,99,1
44,100,1
44,197,1
44,198,1
44,171,1
44,199,1
44,101,1
44,200,1
45,13,1
45,111,1
45,64,1
182,12,1
182,174,1
182,94,1
174,13,1
174,182,1
174,23,1
159,5,1
159,9,1
159,12,1
159,13,1
159,14,1
159,15,1
159,16,1
159,174,1
159,47,1
159,48,1
159,18,1
159,19,1
159,54,1
159,187,1
159,58,1
159,60,1
159,201,1
159,64,1
159,67,1
159,72,1
159,77,1
159,23,1
159,202,1
159,84,1
159,88,1
159,203,1
159,204,1
159,90,1
159,166,1
127,7,1
127,9,1
127,12,1
127,13,1
127,14,1
127,16,1
127,47,1
127,50,1
127,18,1
127,52,1
127,160,1
127,53,1
127,55,1
127,56,1
127,57,1
127,59,1
127,161,1
127,61,1
127,133,1
127,205,1
127,62,1
127,111,1
127,67,1
127,28,1
127,129,1
127,71,1
127,72,1
127,73,1
127,75,1
127,78,1
127,80,1
127,81,1
127,33,1
127,83,1
127,24,1
127,95,1
17,4,1
17,5,1
17,8,1
17,9,1
17,12,1
17,14,1
17,16,1
17,49,1
17,19,1
17,109,1
17,55,1
17,58,1
17,62,1
17,111,1
17,69,1
17,33,1
17,92,1
17,94,1
17,96,1
17,114,1
17,97,1
17,115,1
17,116,1
46,4,1
46,8,1
46,9,1
46,12,1
46,13,1
46,14,1
46,15,1
46,48,1
46,18,1
46,19,1
46,52,1
46,175,1
46,57,1
46,206,1
46,207,1
46,208,1
46,201,1
46,20,1
46,205,1
46,111,1
46,66,1
46,74,1
46,75,1
46,76,1
46,209,1
46,77,1
46,79,1
46,80,1
46,81,1
46,86,1
46,166,1
46,91,1
46,92,1
46,24,1
46,95,1
46,96,1
46,172,1
46,210,1
46,36,1
46,211,1
46,105,1
46,212,1
46,213,1
46,214,1
46,215,1
47,2,1
47,4,1
47,7,1
47,8,1
47,9,1
47,12,1
47,13,1
47,14,1
47,15,1
47,16,1
47,45,1
47,182,1
47,174,1
47,46,1
47,48,1
47,50,1
47,18,1
47,19,1
47,51,1
47,52,1
47,175,1
47,160,1
47,186,1
47,53,1
47,55,1
47,56,1
47,57,1
47,58,1
47,59,1
47,128,1
47,161,1
47,201,1
47,61,1
47,20,1
47,133,1
47,205,1
47,111,1
47,63,1
47,64,1
47,162,1
47,65,1
47,155,1
47,66,1
47,150,1
47,134,1
47,67,1
47,68,1
47,163,1
47,69,1
47,70,1
47,71,1
47,72,1
47,73,1
47,74,1
47,75,1
47,77,1
47,164,1
47,78,1
47,79,1
47,80,1
47,81,1
47,190,1
47,82,1
47,202,1
47,86,1
47,87,1
47,88,1
47,89,1
47,166,1
47,91,1
47,92,1
47,136,1
47,168,1
47,24,1
47,93,1
47,95,1
47,99,1
47,100,1
47,198,1
47,171,1
47,101,1
47,216,1
47,217,1
47,172,1
47,103,1
47,105,1
47,140,1
47,151,1
47,157,1
47,173,1
47,106,1
47,218,1
47,219,1
47,177,1
47,220,1
47,221,1
48,2,1
48,4,1
48,5,1
48,7,1
48,9,1
48,11,1
48,12,1
48,14,1
48,15,1
48,16,1
48,44,1
48,174,1
48,159,1
48,17,1
48,46,1
48,47,1
48,49,1
48,183,1
48,50,1
48,18,1
48,19,1
48,52,1
48,160,1
48,53,1
48,54,1
48,55,1
48,56,1
48,187,1
48,57,1
48,58,1
48,59,1
48,161,1
48,208,1
48,60,1
48,61,1
48,20,1
48,133,1
48,205,1
48,62,1
48,111,1
48,63,1
48,64,1
48,65,1
48,66,1
48,150,1
48,67,1
48,69,1
48,70,1
48,73,1
48,74,1
48,75,1
48,76,1
48,77,1
48,78,1
48,79,1
48,80,1
48,81,1
48,33,1
48,112,1
48,156,1
48,22,1
48,222,1
48,82,1
48,223,1
48,202,1
48,85,1
48,86,1
48,87,1
48,88,1
48,90,1
48,166,1
48,224,1
48,92,1
48,167,1
48,168,1
48,24,1
48,96,1
48,170,1
48,196,1
48,99,1
48,100,1
48,197,1
48,198,1
48,101,1
48,172,1
48,225,1
48,226,1
48,103,1
48,104,1
48,105,1
48,151,1
48,25,1
48,106,1
48,218,1
48,219,1
48,227,1
48,228,1
48,229,1
48,230,1
48,231,1
48,232,1
48,233,1
48,234,1
48,235,1
48,236,1
48,237,1
131,12,1
131,14,1
131,67,1
132,8,1
132,9,1
132,11,1
132,12,1
132,14,1
132,16,1
132,46,1
132,18,1
132,128,1
132,62,1
132,111,1
132,155,1
132,67,1
132,129,1
132,73,1
132,74,1
132,21,1
132,33,1
132,135,1
132,91,1
132,96,1
132,115,1
132,238,1
132,239,1
132,240,1
132,241,1
132,242,1
50,9,1
50,49,1
50,183,1
50,59,1
50,128,1
50,67,1
50,112,1
50,156,1
50,22,1
50,165,1
50,83,1
18,4,1
18,6,1
18,7,1
18,8,1
18,9,1
18,12,1
18,14,1
18,15,1
18,16,1
18,127,1
18,46,1
18,48,1
18,49,1
18,50,1
18,52,1
18,160,1
18,53,1
18,54,1
18,55,1
18,56,1
18,57,1
18,58,1
18,59,1
18,161,1
18,176,1
18,61,1
18,20,1
18,133,1
18,205,1
18,63,1
18,64,1
18,155,1
18,66,1
18,150,1
18,67,1
18,68,1
18,163,1
18,69,1
18,70,1
18,28,1
18,71,1
18,72,1
18,73,1
18,74,1
18,75,1
18,76,1
18,77,1
18,164,1
18,78,1
18,79,1
18,80,1
18,81,1
18,33,1
18,112,1
18,22,1
18,165,1
18,83,1
18,202,1
18,85,1
18,87,1
18,89,1
18,95,1
18,170,1
18,99,1
18,101,1
18,172,1
18,103,1
18,104,1
18,243,1
18,144,1
18,122,1
19,2,1
19,4,1
19,5,1
19,12,1
19,14,1
19,15,1
19,174,1
19,159,1
19,46,1
19,48,1
19,18,1
19,52,1
19,53,1
19,54,1
19,55,1
19,57,1
19,201,1
19,64,1
19,244,1
19,69,1
19,70,1
19,77,1
19,81,1
19,85,1
19,86,1
19,87,1
19,88,1
19,166,1
19,92,1
19,168,1
19,24,1
19,117,1
19,172,1
19,151,1
184,8,1
184,12,1
184,14,1
184,16,1
184,181,1
184,52,1
184,160,1
184,65,1
184,67,1
184,164,1
184,23,1
184,245,1
184,246,1
184,241,1
184,247,1
184,248,1
184,249,1
184,250,1
184,251,1
184,39,1
184,252,1
184,253,1
184,254,1
51,4,1
51,7,1
51,9,1
51,12,1
51,13,1
51,14,1
51,16,1
51,127,1
51,47,1
51,50,1
51,52,1
51,59,1
51,128,1
51,20,1
51,111,1
51,63,1
51,64,1
51,66,1
51,150,1
51,134,1
51,67,1
51,69,1
51,72,1
51,73,1
51,75,1
51,77,1
51,80,1
51,81,1
51,156,1
51,93,1
51,99,1
51,101,1
51,138,1
51,139,1
51,103,1
51,152,1
52,4,1
52,5,1
52,7,1
52,8,1
52,9,1
52,12,1
52,13,1
52,14,1
52,15,1
52,16,1
52,182,1
52,174,1
52,159,1
52,17,1
52,46,1
52,47,1
52,48,1
52,49,1
52,131,1
52,183,1
52,50,1
52,18,1
52,19,1
52,51,1
52,175,1
52,109,1
52,160,1
52,53,1
52,55,1
52,56,1
52,57,1
52,58,1
52,59,1
52,128,1
52,206,1
52,201,1
52,61,1
52,20,1
52,133,1
52,111,1
52,63,1
52,162,1
52,65,1
52,155,1
52,66,1
52,150,1
52,134,1
52,67,1
52,68,1
52,163,1
52,69,1
52,71,1
52,72,1
52,73,1
52,74,1
52,75,1
52,76,1
52,77,1
52,164,1
52,78,1
52,79,1
52,80,1
52,81,1
52,156,1
52,22,1
52,165,1
52,190,1
52,135,1
52,223,1
52,83,1
52,84,1
52,85,1
52,87,1
52,88,1
52,89,1
52,91,1
52,113,1
52,93,1
52,96,1
52,97,1
52,115,1
52,137,1
52,99,1
52,100,1
52,198,1
52,101,1
52,172,1
52,210,1
52,138,1
52,139,1
52,103,1
52,104,1
52,105,1
52,140,1
52,255,1
52,151,1
52,141,1
52,143,1
52,256,1
52,173,1
52,257,1
52,243,1
52,107,1
52,258,1
52,259,1
52,221,1
52,230,1
52,260,1
52,235,1
52,261,1
52,262,1
52,263,1
52,264,1
52,265,1
52,266,1
175,4,1
175,8,1
175,12,1
175,13,1
175,14,1
175,15,1
175,16,1
175,127,1
175,17,1
175,46,1
175,47,1
175,49,1
175,18,1
175,52,1
175,160,1
175,55,1
175,58,1
175,267,1
175,20,1
175,64,1
175,65,1
175,150,1
175,67,1
175,72,1
175,73,1
175,81,1
175,83,1
175,87,1
175,166,1
175,91,1
175,92,1
175,96,1
175,100,1
175,101,1
175,216,1
175,139,1
175,103,1
175,105,1
175,25,1
175,106,1
109,12,1
109,13,1
109,14,1
109,16,1
109,59,1
109,112,1
109,97,1
160,14,1
160,16,1
160,111,1
160,150,1
160,67,1
160,72,1
160,73,1
160,79,1
160,113,1
160,178,1
160,172,1
160,173,1
160,107,1
185,4,1
185,7,1
185,8,1
185,9,1
185,12,1
185,13,1
185,14,1
185,15,1
185,16,1
185,181,1
185,45,1
185,127,1
185,46,1
185,47,1
185,49,1
185,50,1
185,18,1
185,175,1
185,109,1
185,187,1
185,57,1
185,58,1
185,59,1
185,128,1
185,145,1
185,161,1
185,208,1
185,60,1
185,201,1
185,20,1
185,133,1
185,205,1
185,62,1
185,111,1
185,64,1
185,65,1
185,67,1
185,129,1
185,72,1
185,77,1
185,81,1
185,22,1
185,83,1
185,96,1
185,172,1
185,241,1
185,268,1
185,269,1
185,270,1
185,271,1
