1,2,1
1,3,1
1,4,1
1,5,1
2,3,1
2,4,1
2,5,1
2,19,1
3,4,1
3,5,1
3,6,1
3,16,1
4,5,1
4,10,1
4,13,1
4,18,1
5,18,1
5,19,1
6,7,1
6,8,1
6,9,1
6,10,1
6,18,1
6,19,1
7,8,1
7,10,1
7,13,1
7,14,1
7,18,1
8,10,1
8,14,1
8,15,1
9,10,1
9,15,1
9,18,1
9,19,1
10,14,1
10,17,1
10,18,1
10,19,1
11,12,1
12,13,1
13,14,1
14,15,1
14,16,1
14,18,1
14,19,1
14,21,1
15,17,1
15,18,1
15,19,1
15,20,1
16,18,1
16,19,1
17,18,1
17,19,1
18,19,1
18,21,1
18,22,1
19,20,1
19,21,1
19,22,1
20,31,1
21,22,1
21,24,1
21,28,1
21,30,1
22,23,1
22,25,1
22,29,1
23,26,1
24,27,1
25,29,1
25,31,1
26,31,1
26,32,1
27,28,1
27,29,1
28,29,1
28,30,1
30,31,1
32,33,1
33,34,1
33,35,1
